,city,date,longitude,latitude,population,AQI,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),windspeed_100m (km/h),winddirection_10m (°),winddirection_100m (°),windgusts_10m (km/h),elevation
14,Beijing,2022-01-15,116.4074,39.9042,21516000.0,2.75,629.7425,9.267083333333334,35.537083333333335,44.574999999999996,32.692083333333336,33.78041666666667,53.64791666666667,12.187916666666666,-3.295833333333333,28.458333333333332,0.0,0.0,0.25,0.0,0.16666666666666666,0.5,12.129166666666668,21.558333333333334,91.58333333333333,87.75,22.683333333333334,47.0
15,Beijing,2022-01-16,116.4074,39.9042,21516000.0,5.0,4450.48125,238.66125,115.95583333333333,3.535,298.00333333333333,344.8441666666667,422.11999999999995,43.86166666666667,-4.916666666666667,36.875,0.0,0.0,1.9166666666666667,0.0,3.25,0.0,5.2375,7.229166666666667,208.08333333333334,205.33333333333334,12.375,47.0
16,Beijing,2022-01-17,116.4074,39.9042,21516000.0,5.0,3249.4066666666663,149.1783333333333,100.16250000000001,5.624583333333333,262.22166666666664,248.84125000000003,317.86375,28.045416666666668,-3.3166666666666664,44.458333333333336,0.0,0.0,0.20833333333333334,0.0,0.0,0.6666666666666666,6.1375,10.991666666666667,236.04166666666666,245.29166666666666,13.274999999999999,47.0
17,Beijing,2022-01-18,116.4074,39.9042,21516000.0,5.0,4922.2300000000005,314.52625,137.29125,2.3295833333333333,314.7925,418.7225,503.6691666666666,57.852916666666665,-2.9583333333333335,59.625,0.0,0.0,11.333333333333334,7.375,3.0833333333333335,9.041666666666666,5.4375,8.166666666666666,191.125,205.70833333333334,11.0,47.0
18,Beijing,2022-01-19,116.4074,39.9042,21516000.0,5.0,1994.3712500000001,109.02041666666666,81.88291666666667,2.924166666666667,216.24625,136.99666666666667,174.64208333333332,20.4625,-4.420833333333333,50.166666666666664,0.0,0.0,74.83333333333333,61.875,31.25,3.625,7.133333333333333,11.8125,293.6666666666667,288.25,15.5625,47.0
19,Beijing,2022-01-20,116.4074,39.9042,21516000.0,5.0,3004.6299999999997,156.66708333333335,94.67750000000001,1.0916666666666666,265.75708333333336,217.31000000000003,273.9120833333333,22.922083333333333,-4.5249999999999995,56.416666666666664,0.0,0.0,88.66666666666667,87.04166666666667,18.166666666666668,0.0,6.258333333333333,9.950000000000001,313.2083333333333,292.875,13.145833333333334,47.0
20,Beijing,2022-01-21,116.4074,39.9042,21516000.0,5.0,2813.259583333333,146.4779166666667,91.33749999999999,0.6483333333333333,264.56583333333333,205.80791666666667,250.07208333333332,17.559166666666666,-3.4125,72.625,0.14583333333333334,0.0,100.0,93.95833333333333,80.16666666666667,79.08333333333333,4.5625,7.195833333333333,206.875,225.75,9.816666666666666,47.0
21,Beijing,2022-01-22,116.4074,39.9042,21516000.0,5.0,3599.8824999999997,248.25250000000003,103.01791666666666,0.6737500000000001,262.1404166666667,279.6691666666667,333.51708333333335,46.01541666666666,-3.2083333333333335,74.0,0.008333333333333333,0.0,71.41666666666667,69.04166666666667,23.5,26.208333333333332,3.7375000000000003,3.5666666666666664,136.66666666666666,117.45833333333333,7.5874999999999995,47.0
22,Beijing,2022-01-23,116.4074,39.9042,21516000.0,5.0,2937.32,184.18,81.57,0.0,144.96,221.15,274.73,63.33,-5.6,80.0,0.0,0.0,83.0,79.0,19.0,0.0,3.4,6.6,58.0,9.0,4.7,47.0
23,Beijing,2022-01-24,116.4074,39.9042,21516000.0,5.0,7043.7552173913045,401.7095652173913,136.76304347826087,0.7752173913043477,375.16782608695655,569.4591304347825,693.2765217391304,46.02217391304348,-1.7478260869565219,75.47826086956522,0.0,0.0,44.43478260869565,16.608695652173914,34.04347826086956,30.130434782608695,4.282608695652174,5.708695652173914,219.17391304347825,212.7391304347826,10.886956521739132,47.0
24,Beijing,2022-01-25,116.4074,39.9042,21516000.0,4.083333333333333,1979.0725,94.13833333333334,73.81583333333333,16.247916666666665,87.30208333333333,140.90166666666667,178.80708333333334,25.177083333333332,-1.9333333333333333,38.833333333333336,0.0,0.0,12.291666666666666,0.0,11.458333333333334,18.041666666666668,9.595833333333333,18.854166666666668,111.33333333333333,105.0,18.458333333333332,47.0
25,Beijing,2022-01-26,116.4074,39.9042,21516000.0,4.75,3675.817916666667,204.34666666666666,93.29375,7.670833333333333,185.15125,291.21583333333336,360.16291666666666,37.84291666666667,-3.5416666666666665,39.333333333333336,0.0,0.0,31.541666666666668,0.0,30.541666666666668,44.041666666666664,7.2250000000000005,11.866666666666667,114.20833333333333,115.66666666666667,14.5625,47.0
26,Beijing,2022-01-27,116.4074,39.9042,21516000.0,4.583333333333333,2949.0,157.46833333333333,88.29583333333333,9.709166666666667,153.66041666666666,226.8983333333333,276.1720833333333,30.990416666666665,-4.0874999999999995,36.333333333333336,0.0,0.0,4.125,0.0,0.16666666666666666,13.25,7.3999999999999995,12.533333333333333,114.45833333333333,111.41666666666667,13.904166666666667,47.0
27,Beijing,2022-01-28,116.4074,39.9042,21516000.0,5.0,3719.4874999999997,207.55416666666667,111.15750000000001,3.203333333333333,233.80916666666667,301.7008333333333,381.47,41.206250000000004,-4.1000000000000005,40.375,0.0,0.0,11.458333333333334,0.0,0.0,37.916666666666664,5.7375,9.6,145.125,137.75,11.691666666666668,47.0
28,Beijing,2022-01-29,116.4074,39.9042,21516000.0,4.916666666666667,4666.8845833333335,259.8025,108.27374999999999,6.87875,226.45833333333334,367.4358333333333,460.45458333333335,46.99041666666667,-2.704166666666667,41.0,0.0,0.0,0.0,0.0,0.0,0.0,4.595833333333333,6.495833333333334,146.33333333333334,219.375,10.862499999999999,47.0
29,Beijing,2022-01-30,116.4074,39.9042,21516000.0,4.416666666666667,3797.23375,197.38166666666666,102.75291666666668,13.085416666666667,201.92125,338.65833333333336,400.0133333333333,33.512499999999996,-1.4375,51.25,0.049999999999999996,0.0,39.583333333333336,20.708333333333332,35.916666666666664,4.5,7.879166666666666,14.783333333333333,204.29166666666666,200.04166666666666,17.775000000000002,47.0
30,Beijing,2022-01-31,116.4074,39.9042,21516000.0,2.0833333333333335,489.8308333333334,2.339166666666667,30.773750000000003,53.382083333333334,36.487500000000004,15.476666666666667,21.637916666666666,5.439583333333334,-3.9625,26.416666666666668,0.0,0.0,12.291666666666666,0.20833333333333334,20.166666666666668,0.0,14.929166666666667,25.675,116.33333333333333,115.70833333333333,29.416666666666668,47.0
31,Beijing,2022-02-01,116.4074,39.9042,21516000.0,4.75,2980.152083333333,159.51166666666666,103.11791666666666,10.241249999999999,227.45000000000002,228.22,299.145,82.46124999999999,-4.704166666666667,36.125,0.0,0.0,0.0,0.0,0.0,0.0,5.616666666666667,9.391666666666667,162.29166666666666,157.5,13.3375,47.0
32,Beijing,2022-02-02,116.4074,39.9042,21516000.0,4.875,3614.902083333334,214.95791666666665,112.98541666666667,9.264166666666666,204.50291666666666,275.9320833333333,352.22375000000005,97.71875,-3.6833333333333336,33.375,0.0,0.0,0.0,0.0,0.0,0.0,5.133333333333334,13.25,355.5416666666667,195.5,13.950000000000001,47.0
33,Beijing,2022-02-03,116.4074,39.9042,21516000.0,4.208333333333333,1245.2995833333332,49.51625000000001,69.1025,21.64333333333333,75.91666666666667,79.67916666666666,102.08749999999999,50.182500000000005,-3.8625000000000003,29.5,0.0,0.0,1.2083333333333333,0.0,0.16666666666666666,3.5416666666666665,8.833333333333334,15.841666666666667,81.75,80.08333333333333,18.079166666666666,47.0
34,Beijing,2022-02-04,116.4074,39.9042,21516000.0,4.041666666666667,1392.4425,49.98083333333333,78.65625,24.868333333333336,81.77666666666667,91.70333333333333,114.61958333333332,38.424166666666665,-4.825,26.708333333333332,0.0,0.0,0.0,0.0,0.0,0.0,11.479166666666666,18.016666666666666,108.375,111.25,20.933333333333334,47.0
35,Beijing,2022-02-05,116.4074,39.9042,21516000.0,4.375,1246.4133333333332,37.206250000000004,75.38583333333334,18.84,79.67166666666667,80.25708333333334,99.94208333333334,32.84166666666667,-2.9499999999999997,32.333333333333336,0.0,0.0,5.875,0.0,0.08333333333333333,19.541666666666668,8.995833333333334,15.570833333333333,144.5,139.70833333333334,17.3875,47.0
36,Beijing,2022-02-06,116.4074,39.9042,21516000.0,4.458333333333333,1650.850416666667,65.68666666666667,80.38416666666667,14.990833333333333,100.19541666666667,116.89875,150.20833333333334,54.23208333333333,-1.9000000000000001,37.666666666666664,0.0,0.0,22.416666666666668,0.0,0.20833333333333334,74.16666666666667,7.316666666666666,13.6625,143.66666666666666,139.08333333333334,14.520833333333334,47.0
37,Beijing,2022-02-07,116.4074,39.9042,21516000.0,4.833333333333333,3685.5533333333333,212.16375000000002,109.81541666666668,10.095833333333333,231.26541666666665,287.61083333333335,364.1970833333333,89.25333333333333,-2.345833333333333,39.0,0.0,0.0,37.041666666666664,0.0,33.583333333333336,56.041666666666664,5.733333333333333,9.104166666666666,143.41666666666666,145.16666666666666,12.2125,47.0
38,Beijing,2022-02-08,116.4074,39.9042,21516000.0,5.0,5323.886666666666,320.26375,139.63291666666666,4.3025,344.9920833333333,427.4820833333333,538.2120833333333,110.78500000000001,-0.8166666666666668,39.5,0.0,0.0,4.625,0.0,5.166666666666667,4.791666666666667,5.220833333333333,8.316666666666666,169.125,216.54166666666666,11.65,47.0
39,Beijing,2022-02-09,116.4074,39.9042,21516000.0,5.0,6585.597916666667,425.50375,187.12875,3.110416666666666,372.0133333333333,623.1045833333334,758.5575,137.32041666666666,-0.8541666666666666,56.166666666666664,0.0,0.0,7.875,0.0,13.041666666666666,0.0,4.241666666666666,5.054166666666666,170.20833333333334,168.0,10.466666666666667,47.0
40,Beijing,2022-02-10,116.4074,39.9042,21516000.0,5.0,5221.525833333333,275.33666666666664,170.10666666666665,3.6904166666666662,313.87791666666664,495.46000000000004,597.3875,91.21499999999999,0.4166666666666665,51.916666666666664,0.0,0.0,6.833333333333333,0.0,0.08333333333333333,22.791666666666668,6.920833333333333,11.920833333333334,189.625,181.75,14.225,47.0
41,Beijing,2022-02-11,116.4074,39.9042,21516000.0,4.875,3431.5983333333334,216.61541666666668,116.07041666666667,9.595416666666667,158.21,279.11583333333334,332.62666666666667,53.07083333333333,0.9416666666666668,50.75,0.0,0.0,46.833333333333336,11.916666666666666,30.041666666666668,60.333333333333336,7.783333333333334,13.216666666666667,144.58333333333334,221.125,14.762500000000001,47.0
42,Beijing,2022-02-12,116.4074,39.9042,21516000.0,5.0,2401.590833333333,146.32833333333335,95.64958333333334,0.9633333333333334,160.21666666666667,188.38208333333333,227.15833333333333,57.32416666666666,-2.4541666666666666,67.125,0.020833333333333332,0.0,73.79166666666667,25.916666666666668,59.916666666666664,84.79166666666667,4.745833333333334,7.545833333333333,164.33333333333334,179.66666666666666,11.2875,47.0
43,Beijing,2022-02-13,116.4074,39.9042,21516000.0,4.791666666666667,1670.8779166666666,80.19958333333334,72.42999999999999,2.80125,141.9779166666667,113.59416666666668,132.71583333333334,28.4875,-5.408333333333334,59.583333333333336,0.15416666666666667,0.0,66.08333333333333,56.458333333333336,55.0,35.041666666666664,7.745833333333334,12.591666666666667,236.08333333333334,237.75,18.0125,47.0
44,Beijing,2022-02-14,116.4074,39.9042,21516000.0,3.0833333333333335,621.5375,8.026666666666666,47.790416666666665,28.102500000000003,50.8725,26.765416666666667,36.39208333333333,23.48,-6.145833333333333,23.041666666666668,0.0,0.0,6.041666666666667,0.0,10.125,0.0,10.954166666666666,18.454166666666666,82.66666666666667,83.41666666666667,21.625,47.0
45,Beijing,2022-02-15,116.4074,39.9042,21516000.0,4.666666666666667,2807.1404166666666,160.81166666666667,95.8775,12.562916666666666,202.37750000000003,217.43625,259.25416666666666,62.897083333333335,-7.0125,30.0,0.0,0.0,14.0,0.75,21.041666666666668,1.7916666666666667,6.483333333333333,10.958333333333334,141.625,136.08333333333334,15.133333333333333,47.0
46,Beijing,2022-02-16,116.4074,39.9042,21516000.0,4.833333333333333,5297.184583333334,304.92375,143.60375,12.008333333333333,318.40749999999997,397.32750000000004,476.44083333333333,88.8725,-5.541666666666667,28.375,0.0,0.0,17.666666666666668,0.0,17.416666666666668,23.958333333333332,7.083333333333333,11.933333333333332,130.625,107.29166666666667,14.358333333333334,47.0
47,Beijing,2022-02-17,116.4074,39.9042,21516000.0,5.0,2615.212916666667,131.13041666666666,105.36083333333333,6.077916666666667,240.56416666666667,190.15041666666664,239.88208333333333,68.62875,-4.825,37.416666666666664,0.0,0.0,59.5,0.625,64.16666666666667,67.95833333333333,7.495833333333334,11.816666666666668,245.91666666666666,255.125,16.008333333333333,47.0
48,Beijing,2022-02-18,116.4074,39.9042,21516000.0,3.7916666666666665,1677.8308333333334,87.72875,73.98708333333333,26.649583333333336,122.07916666666667,117.3625,147.28541666666666,46.41125,-2.6625,24.625,0.0,0.0,23.875,0.125,21.208333333333332,36.791666666666664,10.266666666666667,19.270833333333332,124.08333333333333,122.5,20.5,47.0
49,Beijing,2022-02-19,116.4074,39.9042,21516000.0,4.208333333333333,1428.4645833333334,52.659166666666664,74.44958333333334,22.472083333333334,79.00541666666668,98.945,125.90875,55.20291666666666,-4.2875000000000005,21.541666666666668,0.0,0.0,12.208333333333334,0.0,20.416666666666668,0.0,10.220833333333333,15.762500000000001,139.41666666666666,147.29166666666666,19.054166666666667,47.0
50,Beijing,2022-02-20,116.4074,39.9042,21516000.0,5.0,4379.27,250.34,111.04,0.31,263.21,364.35,438.96,143.89,-8.7,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.2,130.0,180.0,9.0,47.0
51,Beijing,2022-02-21,116.4074,39.9042,21516000.0,4.173913043478261,1361.266956521739,50.65521739130435,66.81695652173913,18.582173913043476,88.94043478260869,90.80434782608695,114.69782608695652,43.70608695652174,-2.0521739130434784,26.043478260869566,0.0,0.0,10.73913043478261,0.0,17.956521739130434,0.0,10.01304347826087,17.182608695652174,114.56521739130434,116.6086956521739,20.4,47.0
52,Beijing,2022-02-22,116.4074,39.9042,21516000.0,4.541666666666667,2541.780416666667,129.8725,91.37916666666666,15.069583333333334,154.89291666666665,194.26083333333335,247.6725,85.64791666666667,-2.566666666666667,30.958333333333332,0.0,0.0,0.0,0.0,0.0,0.0,6.670833333333333,9.345833333333333,119.0,100.75,15.279166666666667,47.0
53,Beijing,2022-02-23,116.4074,39.9042,21516000.0,5.0,3906.965,223.55499999999998,124.98166666666667,7.122083333333333,317.335,312.31708333333336,400.9266666666667,104.82166666666667,-1.3708333333333333,37.666666666666664,0.0,0.0,1.0,0.0,1.625,0.08333333333333333,4.804166666666666,7.9125000000000005,175.125,170.29166666666666,12.191666666666668,47.0
54,Beijing,2022-02-24,116.4074,39.9042,21516000.0,5.0,5566.4375,331.10333333333335,150.71416666666667,5.2175,308.83208333333334,488.3329166666667,606.4879166666666,101.5075,0.9750000000000001,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8999999999999995,8.020833333333334,184.125,186.5,12.137500000000001,47.0
55,Beijing,2022-02-25,116.4074,39.9042,21516000.0,4.75,4384.835416666667,249.38208333333333,151.77166666666668,18.992083333333333,220.45916666666665,408.78833333333336,498.22375000000005,59.93166666666667,3.3166666666666664,50.416666666666664,0.0,0.0,1.9583333333333333,0.0,0.16666666666666666,5.958333333333333,9.420833333333333,18.533333333333335,178.125,176.20833333333334,19.349999999999998,47.0
56,Beijing,2022-02-26,116.4074,39.9042,21516000.0,4.083333333333333,2073.08875,85.95208333333333,80.44791666666667,24.879166666666666,124.23541666666667,151.04208333333335,198.6554166666667,43.93375,2.3249999999999997,38.791666666666664,0.0,0.0,0.0,0.0,0.0,0.0,9.629166666666666,16.2,185.33333333333334,185.70833333333334,18.279166666666665,47.0
57,Beijing,2022-02-27,116.4074,39.9042,21516000.0,5.0,3963.1533333333336,229.81291666666667,113.09958333333333,4.754583333333334,188.27083333333334,342.2616666666667,415.59625,65.54625,4.5874999999999995,52.083333333333336,0.0,0.0,27.0,0.0,17.541666666666668,54.75,6.8125,10.458333333333334,156.66666666666666,215.625,13.229166666666666,47.0
58,Beijing,2022-02-28,116.4074,39.9042,21516000.0,3.375,1470.8829166666667,72.23375,75.7,28.027083333333334,123.34125,146.90041666666667,179.02541666666664,26.566666666666666,3.9791666666666665,43.958333333333336,0.0,0.0,21.916666666666668,0.0,21.0,31.125,11.825000000000001,21.745833333333334,135.79166666666666,132.375,22.775000000000002,47.0
59,Beijing,2022-03-01,116.4074,39.9042,21516000.0,4.458333333333333,1628.5974999999999,68.90333333333332,72.55875,16.176666666666666,121.355,112.82083333333333,151.01541666666665,42.41583333333333,2.2208333333333337,40.75,0.0,0.0,0.0,0.0,0.0,0.0,9.791666666666666,16.849999999999998,202.16666666666666,202.79166666666666,18.933333333333334,47.0
60,Beijing,2022-03-02,116.4074,39.9042,21516000.0,4.833333333333333,2537.329166666667,155.34125,85.01041666666667,13.527916666666668,133.93208333333334,192.77125,265.69208333333336,82.825,4.854166666666667,37.166666666666664,0.0,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.0,7.645833333333333,12.391666666666666,125.0,140.08333333333334,14.737499999999999,47.0
61,Beijing,2022-03-03,116.4074,39.9042,21516000.0,4.916666666666667,3133.972916666667,232.70041666666668,107.07458333333334,8.991249999999999,162.08583333333334,252.36916666666664,323.19625,118.08916666666666,2.7916666666666665,57.708333333333336,0.0,0.0,2.375,0.20833333333333334,3.5833333333333335,0.041666666666666664,5.083333333333333,7.420833333333333,139.5,205.83333333333334,12.016666666666666,47.0
62,Beijing,2022-03-04,116.4074,39.9042,21516000.0,4.166666666666667,1313.3091666666667,49.32416666666666,69.4525,27.268333333333334,71.71,93.69416666666666,166.98208333333335,43.46333333333333,2.5124999999999997,29.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,14.975,24.45,146.29166666666666,132.25,29.558333333333334,47.0
63,Beijing,2022-03-05,116.4074,39.9042,21516000.0,4.5,1821.9158333333332,109.88625,78.79125,20.200416666666666,89.42708333333333,126.77916666666665,172.39208333333332,116.81291666666668,2.3583333333333334,30.166666666666668,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,7.925,11.579166666666666,120.25,152.25,15.299999999999999,47.0
64,Beijing,2022-03-06,116.4074,39.9042,21516000.0,5.0,2306.1825000000003,133.81291666666667,96.59166666666665,11.16625,125.16833333333334,185.45166666666668,239.54,123.69458333333334,1.9166666666666667,50.333333333333336,0.0,0.0,5.125,0.0,3.7083333333333335,9.75,7.408333333333334,11.529166666666667,198.0,226.04166666666666,15.754166666666668,47.0
65,Beijing,2022-03-07,116.4074,39.9042,21516000.0,5.0,2513.965833333333,125.78500000000001,104.44625,10.440833333333334,190.01916666666668,196.40875000000003,259.5516666666667,58.63375,6.079166666666667,45.708333333333336,0.0,0.0,1.2916666666666667,0.0,0.0,4.166666666666667,6.370833333333334,12.025,193.91666666666666,223.33333333333334,13.008333333333333,47.0
66,Beijing,2022-03-08,116.4074,39.9042,21516000.0,5.0,4666.885,358.33625,146.97333333333333,5.33625,225.485,440.55833333333334,533.9483333333334,130.0375,6.170833333333333,61.5,0.0,0.0,5.083333333333333,0.0,1.7916666666666667,13.083333333333334,5.179166666666666,6.3999999999999995,166.20833333333334,164.41666666666666,10.737499999999999,47.0
67,Beijing,2022-03-09,116.4074,39.9042,21516000.0,5.0,4100.005,270.32625,112.84291666666667,5.704999999999999,143.84583333333333,442.63875,528.4454166666667,53.55708333333333,8.3375,65.91666666666667,0.0,0.0,27.166666666666668,0.0,11.75,66.875,5.808333333333334,8.608333333333333,190.375,219.625,12.112499999999999,47.0
68,Beijing,2022-03-10,116.4074,39.9042,21516000.0,5.0,3002.4054166666665,182.70666666666668,115.32708333333333,6.255,112.28500000000001,555.5145833333333,644.0141666666667,33.01583333333333,10.25,72.04166666666667,0.0,0.0,10.0,1.75,3.9583333333333335,20.333333333333332,5.704166666666667,9.275,136.04166666666666,126.66666666666667,12.166666666666666,47.0
69,Beijing,2022-03-11,116.4074,39.9042,21516000.0,4.75,1341.5420833333335,60.46208333333333,85.88125000000001,0.07541666666666666,118.53333333333335,126.13333333333333,151.16791666666666,36.162083333333335,8.583333333333334,56.083333333333336,0.13333333333333333,0.13333333333333333,81.75,11.166666666666666,80.25,80.5,5.625,9.116666666666665,223.95833333333334,273.9166666666667,10.504166666666666,47.0
70,Beijing,2022-03-12,116.4074,39.9042,21516000.0,5.0,3234.3866666666668,193.24916666666664,110.24374999999999,10.098333333333334,147.85916666666665,324.715,385.4908333333333,34.52041666666667,7.2,75.91666666666667,0.08333333333333333,0.08333333333333333,33.458333333333336,6.666666666666667,22.166666666666668,59.083333333333336,5.254166666666666,8.516666666666667,176.58333333333334,178.70833333333334,11.566666666666668,47.0
71,Beijing,2022-03-13,116.4074,39.9042,21516000.0,4.916666666666667,1400.7891666666667,53.23458333333334,77.76958333333333,6.1691666666666665,102.32125,109.76125,130.92875,25.945000000000004,7.245833333333334,70.5,0.05416666666666667,0.05416666666666667,60.0,36.375,31.75,37.791666666666664,8.604166666666666,13.516666666666667,263.7083333333333,262.375,17.645833333333332,47.0
72,Beijing,2022-03-14,116.4074,39.9042,21516000.0,4.5,1315.2562500000001,44.150416666666665,85.05375,20.457083333333333,106.71249999999999,94.61500000000001,121.40875,27.24791666666667,9.566666666666666,54.833333333333336,0.0,0.0,14.666666666666666,3.3333333333333335,12.583333333333334,13.791666666666666,9.104166666666666,17.283333333333335,197.875,208.16666666666666,21.291666666666668,47.0
73,Beijing,2022-03-15,116.4074,39.9042,21516000.0,5.0,2431.0750000000003,134.05458333333334,99.13375,10.444166666666666,145.89166666666668,240.70666666666668,315.46750000000003,47.88708333333333,9.191666666666666,65.0,0.0,0.0,15.75,2.0,16.25,13.666666666666666,6.2749999999999995,11.0,182.16666666666666,188.95833333333334,14.7875,47.0
74,Beijing,2022-03-16,116.4074,39.9042,21516000.0,4.5,1091.75875,37.829166666666666,77.6275,10.484583333333333,116.6275,61.623333333333335,83.43708333333333,31.897916666666664,6.8374999999999995,42.833333333333336,0.0,0.0,64.875,24.916666666666668,38.958333333333336,91.83333333333333,8.3375,14.408333333333333,287.0,286.4583333333333,17.404166666666665,47.0
