"date","longitude","latitude","city","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3","temperature_2m","relativehumidity_2m","precipitation","rain","cloudcover","cloudcover_low","cloudcover_mid","cloudcover_high","windspeed_10m","windspeed_100m","winddirection_10m","winddirection_100m","windgusts_10m","elevation"
"2022-01-02",139.6917,35.6895,"Tokyo",2.125,509.16291666666666,76.20416666666667,74.51374999999999,15.22,68.69416666666667,11.540833333333333,16.82208333333333,3.17125,1.7166666666666661,73.33333333333333,0,0,18.958333333333332,16.375,6.916666666666667,0,9.366666666666669,15.316666666666668,165.08333333333334,167.79166666666666,15.412500000000001,43
"2022-01-03",116.4074,39.9042,"Beijing",5.0,3721.157083333334,221.44958333333332,107.50125000000001,4.019583333333333,195.86124999999996,298.49083333333334,379.00833333333344,57.514166666666654,-1.970833333333333,40.666666666666664,0,0,0,0,0,0,6.1375,8.570833333333331,98.08333333333333,92.04166666666667,10.695833333333335,47
"2022-01-03",77.1025,28.7041,"Delhi",5.0,2563.4770833333328,12.63,48.65208333333334,34.20374999999999,19.912916666666664,285.8545833333333,358.53000000000003,12.457083333333335,13.1875,74.95833333333333,0,0,8.791666666666666,0,5.875,17.375,7.879166666666666,10.975000000000001,157.08333333333334,146.41666666666666,12.945833333333333,227
"2022-01-03",-99.1332,19.4326,"Mexico City",3.1666666666666665,785.3704166666666,5.365416666666667,32.14875,70.26125,45.5525,28.687916666666677,33.90083333333333,1.0912499999999998,11.633333333333333,68.625,0,0,3.0833333333333335,3.375,0.041666666666666664,0,8.995833333333332,11.833333333333334,71.45833333333333,66.375,19.116666666666664,2238
"2022-01-03",72.8777,19.076,"Mumbai",5.0,3020.763333333334,10.412083333333335,90.25083333333332,92.85875,67.3925,294.0733333333333,351.0716666666667,26.414583333333336,25.166666666666668,75.20833333333333,0,0,14.333333333333334,1,10.25,24.041666666666668,7.829166666666667,12.045833333333334,118.83333333333333,138.66666666666666,13.779166666666667,9
"2022-01-03",135.5023,34.6937,"Osaka",1.7083333333333333,359.93333333333334,15.076250000000002,45.653749999999995,35.90541666666666,30.671666666666663,9.674583333333336,14.104999999999999,0.64625,4.283333333333332,76.41666666666667,0,0,14.708333333333334,11.458333333333334,4.708333333333333,5.041666666666667,9.070833333333333,17.583333333333336,202.41666666666666,195,21.537500000000005,14
"2022-01-03",-46.6333,-23.5505,"São Paulo",3.9583333333333335,1139.8791666666666,16.916249999999998,58.407083333333325,24.027916666666666,44.05916666666667,48.971666666666664,73.70375,15.506250000000003,22.766666666666666,87.41666666666667,0.7875000000000001,0.7875000000000001,57.208333333333336,27.083333333333332,36.5,49.833333333333336,6.595833333333332,12.449999999999998,149.5,149.95833333333334,16.166666666666668,739
"2022-01-03",121.4737,31.2304,"Shanghai",5.0,17739.61333333333,849.9633333333336,241.62208333333328,0.8662500000000001,1257.41875,1171.29375,1338.1900000000003,12.603749999999998,6.337500000000001,84.79166666666667,0,0,30.083333333333332,33.416666666666664,0,0,5.8374999999999995,8.7375,189.83333333333334,186.16666666666666,11.070833333333333,4
"2022-01-03",139.6917,35.6895,"Tokyo",2.5833333333333335,652.4133333333333,151.70749999999998,86.21,10.715000000000002,88.15541666666667,16.139166666666668,24.58541666666667,3.725,2.7708333333333335,74.75,0,0,9.375,8,3.4583333333333335,0.08333333333333333,8.262500000000001,11.641666666666666,207.54166666666666,211.875,13.1,43
"2022-01-04",116.4074,39.9042,"Beijing",5.0,4896.64125,301.5995833333334,110.50083333333333,1.786666666666667,232.22041666666667,399.90416666666664,483.43541666666664,57.070833333333326,-2.754166666666667,59.416666666666664,0,0,1.5833333333333333,0.2916666666666667,0,4.375,6.041666666666667,8.458333333333336,95.83333333333333,187.70833333333334,10.783333333333331,47
"2022-01-04",77.1025,28.7041,"Delhi",5.0,3207.1275000000005,29.359166666666663,51.266249999999985,30.651249999999994,31.004166666666674,359.40208333333334,480.38375,24.785833333333326,15.183333333333332,71.08333333333333,0,0,35.958333333333336,0,26.875,65.79166666666667,6.454166666666667,10.166666666666666,174.29166666666666,167.5,10.816666666666665,227
"2022-01-04",-99.1332,19.4326,"Mexico City",4.166666666666667,1255.590833333333,23.181666666666672,46.04291666666666,75.87166666666667,69.13166666666666,51.483749999999986,63.31250000000001,4.088333333333334,14.254166666666665,52.875,0,0,0,0,0,0,6.262500000000002,8.058333333333332,189.54166666666666,177.25,11.899999999999999,2238
"2022-01-04",72.8777,19.076,"Mumbai",5.0,3357.3316666666665,8.49875,103.70416666666667,131.8879166666667,85.09541666666667,393.785,461.05125000000004,28.864166666666666,25.174999999999997,75.41666666666667,0,0,0.5833333333333334,0.125,0.75,0,7.033333333333334,10.595833333333333,125.375,118.70833333333333,12.645833333333334,9
"2022-01-04",135.5023,34.6937,"Osaka",1.5416666666666667,354.09083333333336,2.6916666666666664,41.427083333333336,33.81,25.422083333333333,4.314583333333333,6.9745833333333325,0.6891666666666666,3.329166666666666,78.45833333333333,0.004166666666666667,0.004166666666666667,45.75,37.708333333333336,19.458333333333332,0,10.404166666666669,17.0125,132.29166666666666,123.33333333333333,24.829166666666666,14
"2022-01-04",-46.6333,-23.5505,"São Paulo",2.5833333333333335,775.7741666666667,10.209999999999999,39.913333333333334,12.518333333333333,28.376666666666665,23.075000000000003,39.18416666666667,11.189166666666665,23.162499999999998,85.45833333333333,0.9458333333333333,0.9458333333333333,67.41666666666667,18.333333333333332,53.125,71.45833333333333,11.362499999999997,19.758333333333336,111.20833333333333,97.66666666666667,25.870833333333334,739
"2022-01-04",121.4737,31.2304,"Shanghai",5.0,2930.085833333333,121.24041666666669,87.56624999999998,0.78375,402.61000000000007,168.97916666666666,199.36749999999998,2.0837499999999998,10.14166666666667,75.20833333333333,0.05000000000000001,0.05000000000000001,80.79166666666667,46.916666666666664,65.75,17.625,16.78333333333333,27.704166666666662,142.16666666666666,169.08333333333334,29.17083333333333,4
"2022-01-04",139.6917,35.6895,"Tokyo",1.7916666666666667,428.63791666666674,38.77041666666667,51.08041666666667,35.321666666666665,52.94875,7.166250000000001,11.139583333333333,1.7958333333333336,3.1583333333333337,56.958333333333336,0,0,6.333333333333333,2.875,6.041666666666667,0,20.895833333333332,32.53333333333333,124.83333333333333,125.41666666666667,33.46666666666667,43
"2022-01-05",116.4074,39.9042,"Beijing",5.0,5174.796250000001,334.3454166666667,133.66375000000002,2.6454166666666667,298.65916666666664,444.6870833333333,550.6012499999998,63.72083333333333,-3.1666666666666665,71.875,0,0,2.625,2.8333333333333335,0,0.4166666666666667,4.258333333333333,5.820833333333333,158.45833333333334,159.04166666666666,9.187499999999998,47
"2022-01-05",77.1025,28.7041,"Delhi",5.0,2932.587083333334,26.61083333333333,61.17791666666667,26.057083333333335,61.561249999999994,374.64125000000007,421.55125000000004,6.276666666666667,13.745833333333335,88.20833333333333,0.8291666666666666,0.8291666666666666,86.41666666666667,21.625,88.33333333333333,61.041666666666664,11.345833333333333,21.129166666666666,256.25,257.375,18.183333333333334,227
"2022-01-05",-99.1332,19.4326,"Mexico City",4.625,1847.7845833333333,28.257083333333338,80.06625,61.79291666666668,73.16458333333331,71.4275,94.17666666666668,10.810833333333335,15.645833333333336,45.166666666666664,0,0,8.916666666666666,4.375,0.16666666666666666,16.208333333333332,5.75,7.279166666666668,213,182.75,12.445833333333335,2238
"2022-01-05",72.8777,19.076,"Mumbai",5.0,3123.12375,9.49375,98.70625000000001,83.85791666666667,95.03999999999998,372.4254166666667,427.72208333333333,23.024583333333336,24.629166666666663,81.375,0,0,3.2916666666666665,3.625,0,0,7.291666666666668,9.320833333333333,143.25,132.70833333333334,13.712499999999999,9
"2022-01-05",135.5023,34.6937,"Osaka",1.7083333333333333,418.90125000000006,37.78125,59.490833333333335,20.616249999999997,48.04624999999999,5.452500000000001,9.916666666666666,1.991666666666667,3.3750000000000004,65,0,0,66.79166666666667,23.708333333333332,66.29166666666667,23.583333333333332,7.5874999999999995,12.008333333333335,72.66666666666667,69.79166666666667,17.36666666666667,14
"2022-01-05",-46.6333,-23.5505,"São Paulo",1.7083333333333333,573.6941666666665,4.917083333333333,27.08916666666666,19.307916666666667,18.393333333333334,12.042916666666668,20.648333333333333,7.256666666666668,22.57083333333333,88.5,0.3958333333333333,0.3958333333333333,80.41666666666667,37.5,62.791666666666664,83.45833333333333,17.708333333333332,28.47083333333332,121,121.33333333333333,32.87083333333333,739
"2022-01-05",121.4737,31.2304,"Shanghai",5.0,2602.4179166666668,121.33250000000002,83.13916666666667,0.11125000000000002,430.9029166666665,80.36083333333335,98.98791666666666,1.8600000000000003,8.033333333333331,84.20833333333333,0.4041666666666666,0.4041666666666666,99.08333333333333,93.45833333333333,85.08333333333333,17.583333333333332,19.575,31.641666666666666,60.958333333333336,57.583333333333336,33.82083333333333,4
"2022-01-05",139.6917,35.6895,"Tokyo",1.5833333333333333,374.9533333333334,21.287500000000005,52.31583333333333,31.36583333333333,44.45083333333333,3.4883333333333333,6.625416666666666,2.848333333333334,1.1000000000000003,62.458333333333336,0,0,34.75,7.666666666666667,39,14.875,15.200000000000003,23.025000000000002,99.66666666666667,94.04166666666667,23.616666666666664,43
"2022-01-06",116.4074,39.9042,"Beijing",5.0,5684.932499999999,351.145,125.55208333333333,3.05125,263.37208333333336,481.84499999999986,589.6016666666666,60.15333333333333,-1.8916666666666668,52.25,0,0,0.6666666666666666,0,1.0833333333333333,0,4.383333333333332,6.304166666666666,184.41666666666666,241.04166666666666,9.345833333333335,47
"2022-01-06",77.1025,28.7041,"Delhi",5.0,1971.5625,14.3675,51.90875,26.970416666666665,47.77375,191.45166666666663,236.68583333333336,10.444166666666668,15.350000000000001,83.70833333333333,0.10833333333333335,0.10833333333333335,70.375,57.333333333333336,31,1.375,10.058333333333335,18.183333333333334,326.7916666666667,321.75,18.2625,227
"2022-01-06",-99.1332,19.4326,"Mexico City",4.375,1630.8225000000002,38.69833333333333,50.28125,67.51291666666667,42.12166666666666,55.78333333333334,77.69500000000001,9.374166666666666,14.916666666666666,58,0,0,9.333333333333334,0,1.4583333333333333,28.041666666666668,5.645833333333333,6.858333333333333,238.25,199.54166666666666,11.429166666666669,2238
"2022-01-06",72.8777,19.076,"Mumbai",5.0,2177.1191666666673,10.260416666666666,73.29291666666667,48.36541666666667,87.59916666666668,209.48125000000002,250.47083333333333,20.285416666666666,23.808333333333337,79.125,0,0,12.375,12.958333333333334,1.0833333333333333,0,8.166666666666666,10.470833333333333,86.875,88.625,14.654166666666667,9
"2022-01-06",135.5023,34.6937,"Osaka",1.8333333333333333,413.6162500000001,42.85166666666666,61.99166666666667,16.635,40.52166666666666,6.495416666666666,10.363333333333332,1.42,2.9083333333333337,77.04166666666667,0.008333333333333333,0.008333333333333333,28.416666666666668,16.916666666666668,18.041666666666668,7.916666666666667,6.795833333333334,12.149999999999999,136.20833333333334,125.20833333333333,18.05833333333333,14
"2022-01-06",-46.6333,-23.5505,"São Paulo",2.375,693.30125,7.757916666666666,34.857499999999995,16.41875,24.051666666666673,17.5475,33.17666666666666,10.098749999999997,21.504166666666666,91.16666666666667,0.41249999999999987,0.41249999999999987,86.79166666666667,66,42.375,54.416666666666664,14.320833333333335,22.595833333333328,182.66666666666666,184.20833333333334,30.637500000000003,739
"2022-01-06",121.4737,31.2304,"Shanghai",5.0,4753.112916666665,251.15999999999994,104.13208333333334,1.034166666666667,748.3166666666666,167.27624999999998,214.94291666666666,4.052083333333333,6.454166666666667,67.25,0,0,93.16666666666667,82.91666666666667,1.1666666666666667,73.45833333333333,14.945833333333331,23.445833333333336,93.91666666666667,89.33333333333333,26.3625,4
"2022-01-06",139.6917,35.6895,"Tokyo",2.0833333333333335,509.30125000000004,65.63875000000002,84.53875000000001,1.5108333333333333,76.35333333333332,10.926666666666664,15.617916666666666,4.19125,0.3208333333333333,81.375,0.15833333333333335,0.029166666666666664,60.958333333333336,47.708333333333336,49.875,13.333333333333334,9.066666666666666,13.420833333333333,100.58333333333333,99,14.658333333333337,43
"2022-01-07",116.4074,39.9042,"Beijing",5.0,7523.536666666666,471.32374999999996,214.37625,0.8795833333333335,402.1729166666665,677.8629166666666,831.2158333333335,64.04791666666667,-2.1583333333333328,68.25,0,0,0.5416666666666666,0,0.8333333333333334,0,4.624999999999999,7.825000000000002,202.41666666666666,214.75,11.05833333333333,47
"2022-01-07",77.1025,28.7041,"Delhi",5.0,1197.4575,3.2879166666666664,42.206250000000004,34.87583333333334,54.99458333333333,114.01708333333335,126.76291666666668,6.849583333333335,16.262500000000003,83.95833333333333,0.05000000000000001,0.05000000000000001,77.83333333333333,72.45833333333333,17.75,10.25,15.620833333333337,25.625,318.4583333333333,316.3333333333333,27.00833333333333,227
"2022-01-07",-99.1332,19.4326,"Mexico City",4.375,1954.0383333333332,25.61125000000001,65.87458333333332,66.45166666666665,56.297083333333326,61.89291666666666,76.85083333333334,4.461249999999999,15.054166666666667,59,0.004166666666666667,0.004166666666666667,33.166666666666664,4.333333333333333,10.166666666666666,77.04166666666667,4.683333333333333,5.458333333333333,149.04166666666666,187.625,10.891666666666666,2238
"2022-01-07",72.8777,19.076,"Mumbai",5.0,1914.8187499999997,14.73583333333333,75.65624999999999,59.84833333333333,101.39666666666666,212.65166666666667,245.41458333333335,11.96,23.754166666666663,80.375,0.025000000000000005,0.025000000000000005,20.166666666666668,14.083333333333334,12.208333333333334,0,6.9624999999999995,8.924999999999999,242.79166666666666,240.45833333333334,14.470833333333331,9
"2022-01-07",135.5023,34.6937,"Osaka",1.7083333333333333,442.2662499999999,51.58375000000001,64.50291666666668,23.213333333333328,50.320833333333326,7.2749999999999995,11.171666666666667,2.203333333333333,3.170833333333333,70.625,0,0,32.291666666666664,35.708333333333336,0.125,0,7.86666666666667,12.149999999999999,159.58333333333334,152.16666666666666,19.979166666666668,14
"2022-01-07",-46.6333,-23.5505,"São Paulo",1.375,418.34625000000005,6.411666666666666,19.970833333333335,5.531666666666667,15.760416666666666,8.952916666666667,21.290416666666665,6.291250000000002,19.320833333333333,93.45833333333333,0.30000000000000004,0.30000000000000004,100,83.75,89.75,64.875,15.941666666666668,26.28333333333333,292.5833333333333,293.0416666666667,33.21666666666666,739
"2022-01-07",121.4737,31.2304,"Shanghai",5.0,5871.296249999999,320.00208333333336,124.86666666666666,0.06833333333333333,827.7891666666668,228.6520833333334,279.44125,5.885416666666665,5.979166666666667,75.5,0,0,70.79166666666667,48.583333333333336,12.375,69.08333333333333,10.087500000000002,17.6875,70.83333333333333,64.83333333333333,19.3,4
"2022-01-07",139.6917,35.6895,"Tokyo",1.5,326.69374999999997,6.852916666666666,37.29333333333333,53.901250000000005,29.524166666666673,2.2433333333333336,4.118333333333334,1.6404166666666669,1.425,66.875,0,0,6.916666666666667,5.208333333333333,3.5416666666666665,0,15.141666666666666,27.070833333333336,99.33333333333333,101.66666666666667,21.166666666666664,43
"2022-01-08",116.4074,39.9042,"Beijing",4.875,2697.2679166666667,137.56541666666672,86.82458333333331,11.297916666666666,128.24916666666664,216.58750000000006,264.445,36.53333333333334,-0.1875000000000003,51.833333333333336,0,0,11.708333333333334,5.375,2.2916666666666665,18,7.2875000000000005,12.120833333333337,90.83333333333333,123.79166666666667,12.8125,47
"2022-01-08",77.1025,28.7041,"Delhi",4.916666666666667,1278.1225,7.894583333333332,34.102500000000006,28.219583333333333,39.15791666666666,92.4575,108.79375000000003,4.687083333333333,15.558333333333332,94.08333333333333,1.695833333333333,1.695833333333333,99,94.125,54.416666666666664,24.375,15.258333333333333,25.26666666666667,300,311.625,26.075,227
"2022-01-08",-99.1332,19.4326,"Mexico City",4.75,2252.4987499999997,37.47375000000001,79.92374999999998,67.18666666666667,45.96541666666667,99.40500000000002,124.43750000000001,8.770833333333334,12.524999999999999,70,0,0,14.125,0,6.708333333333333,33.583333333333336,6.658333333333334,9.208333333333334,265.25,248.08333333333334,13.495833333333335,2238
"2022-01-08",72.8777,19.076,"Mumbai",4.5,898.7187500000001,1.7104166666666671,43.868750000000006,45.18875,61.551666666666684,64.32791666666668,77.89375000000001,6.171250000000001,22.4875,85.125,0.4875,0.4875,84,56.166666666666664,63.375,5.791666666666667,6.304166666666667,8.312500000000002,135,161.70833333333334,16.033333333333328,9
"2022-01-08",135.5023,34.6937,"Osaka",1.9166666666666667,440.0420833333333,53.672083333333326,55.13666666666666,10.142916666666666,49.61041666666667,12.802916666666667,16.107083333333335,2.024166666666667,4.204166666666666,72.45833333333333,0,0,15.041666666666666,13.25,0.20833333333333334,9.625,2.841666666666667,6.400000000000001,208.25,219.41666666666666,11.3375,14
"2022-01-08",-46.6333,-23.5505,"São Paulo",1.2916666666666667,331.56041666666664,3.795833333333333,17.179166666666664,8.305416666666666,12.243333333333334,7.782083333333333,16.864166666666666,4.849999999999999,18.737499999999997,93.45833333333333,0.12500000000000003,0.12500000000000003,97.58333333333333,92.29166666666667,62.375,1.2083333333333333,17.2375,25.875,304.1666666666667,305.25,33.99583333333334,739
"2022-01-08",121.4737,31.2304,"Shanghai",5.0,6606.737083333333,347.7925,127.6083333333333,0.8449999999999999,806.6491666666666,288.6820833333333,344.9933333333333,5.29125,6.2,67.66666666666667,0.029166666666666664,0.029166666666666664,81.375,45.583333333333336,50.375,74.5,8.404166666666665,13.983333333333334,69.75,65.08333333333333,17.812499999999996,4
"2022-01-08",139.6917,35.6895,"Tokyo",2.625,615.0020833333333,124.07208333333334,87.16708333333334,8.098333333333333,81.18041666666666,17.386666666666667,24.262500000000006,3.2408333333333332,2.3666666666666667,72.79166666666667,0,0,14.375,14.333333333333334,1.9166666666666667,0.25,6.3,7.645833333333332,153.875,180.5,11.954166666666667,43
"2022-01-09",116.4074,39.9042,"Beijing",5.0,3876.369166666666,222.9395833333333,106.13083333333334,0.002916666666666667,203.31124999999997,330.58166666666665,392.0658333333334,46.48416666666666,-2.1374999999999997,80.375,0,0,68.54166666666667,45.625,41.166666666666664,51.791666666666664,5.762499999999998,9.379166666666665,147.70833333333334,160.16666666666666,11.899999999999997,47
"2022-01-09",77.1025,28.7041,"Delhi",5.0,1218.3179166666666,7.60875,28.438749999999995,4.970833333333333,17.987083333333327,69.68208333333332,98.13208333333334,6.325416666666666,13.466666666666663,90.08333333333333,0.18750000000000003,0.18750000000000003,80.91666666666667,79.41666666666667,32.333333333333336,1.3333333333333333,9.908333333333333,16.47083333333333,167.625,178.08333333333334,18.72083333333333,227
"2022-01-09",-99.1332,19.4326,"Mexico City",3.9166666666666665,1127.0833333333333,7.388749999999999,44.151250000000005,71.21875000000001,38.986250000000005,40.36208333333333,49.78458333333334,4.672499999999999,13.341666666666667,62.958333333333336,0,0,20.75,0,7.291666666666667,54.291666666666664,7.500000000000001,9.604166666666666,226.5,208.91666666666666,14.479166666666666,2238
"2022-01-09",72.8777,19.076,"Mumbai",4.0,660.2004166666667,1.56375,25.140416666666667,85.01166666666668,46.422083333333326,39.35375000000001,50.18625,7.539583333333333,21.399999999999995,56,0,0,3.7916666666666665,0.9166666666666666,4.833333333333333,0,14.66666666666667,20.175,96.16666666666667,96.66666666666667,23.941666666666663,9
"2022-01-09",135.5023,34.6937,"Osaka",3.125,572.86,85.86708333333333,71.28791666666666,6.364583333333333,52.60083333333335,23.76041666666666,30.14125,1.4679166666666668,6.516666666666666,76.08333333333333,0,0,50.458333333333336,5.666666666666667,45.375,60.291666666666664,4.954166666666667,9.133333333333335,93.08333333333333,96.66666666666667,13.475000000000001,14
"2022-01-09",-46.6333,-23.5505,"São Paulo",1.3333333333333333,350.33625,3.5974999999999997,19.8925,12.022916666666667,14.086666666666664,7.5924999999999985,18.419166666666666,6.003749999999999,18.47083333333333,89.16666666666667,0.10833333333333332,0.10833333333333332,92.83333333333333,72,57.25,13.875,17.291666666666664,26.2625,309.375,310.75,34.666666666666664,739
"2022-01-09",121.4737,31.2304,"Shanghai",5.0,15774.727916666665,822.0966666666667,220.08875,0.13208333333333336,1289.3670833333333,787.0708333333332,952.9274999999999,6.891249999999999,4.8625,78.91666666666667,0,0,44.458333333333336,26.958333333333332,34.833333333333336,0.4166666666666667,6.662500000000001,10.191666666666668,104.04166666666667,93.45833333333333,12.204166666666664,4
"2022-01-09",139.6917,35.6895,"Tokyo",3.25,607.2116666666667,97.32124999999998,94.93625000000003,4.738333333333334,82.32291666666669,27.125833333333333,34.739166666666655,2.276666666666667,5.708333333333332,71.79166666666667,0.06666666666666667,0.06666666666666667,56.708333333333336,19.208333333333332,49.333333333333336,54.875,7.8083333333333345,13.500000000000002,92.875,102.91666666666667,13.137499999999998,43
"2022-01-10",116.4074,39.9042,"Beijing",4.25,1350.4420833333336,44.05541666666667,59.983750000000015,16.979166666666668,82.26416666666667,91.2075,114.09374999999999,19.807916666666667,-4.0166666666666675,26.708333333333332,0,0,0.7916666666666666,0.08333333333333333,1.1666666666666667,0,10.029166666666667,17.358333333333338,112.66666666666667,118,19.712500000000002,47
"2022-01-10",77.1025,28.7041,"Delhi",5.0,1910.9245833333332,14.914583333333331,38.79208333333334,20.520000000000003,19.2725,150.05708333333328,211.75125000000003,10.888333333333334,11.658333333333331,78.45833333333333,0,0,24.208333333333332,24.25,3.9583333333333335,0,8.124999999999998,15.141666666666671,136.16666666666666,127.91666666666667,16.04583333333333,227
"2022-01-10",-99.1332,19.4326,"Mexico City",2.2916666666666665,495.2554166666667,0.7808333333333333,21.672916666666666,49.486250000000005,24.382499999999997,15.847916666666668,18.266250000000003,1.0875000000000001,11.866666666666667,66.875,0.03333333333333333,0.03333333333333333,57.666666666666664,47.666666666666664,16.375,28.791666666666668,11.629166666666665,16.591666666666665,53.833333333333336,51.958333333333336,19.683333333333334,2238
"2022-01-10",72.8777,19.076,"Mumbai",4.666666666666667,981.0529166666666,2.535416666666667,37.05041666666666,85.53250000000001,59.38666666666668,76.09083333333332,94.82416666666666,11.569166666666666,20.470833333333335,58.208333333333336,0,0,0,0,0,0,11.545833333333334,14.987499999999999,97.83333333333333,99.20833333333333,19.53333333333333,9
