time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),windspeed_100m (km/h),winddirection_10m (°),winddirection_100m (°),windgusts_10m (km/h),latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2022-07-23T05:00,35.3,55,0,0,32,2,1,98,19.9,28.2,185,184,39.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T06:00,35.5,55,0,0,30,0,1,98,18.2,25.9,189,189,38.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T07:00,35.7,54,0,0,30,0,2,96,17.2,24.9,191,190,32.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T08:00,35,58,0.1,0.1,49,7,23,96,14.6,22.9,189,188,27,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T09:00,34.3,64,0,0,19,3,10,35,12.3,21,173,174,23,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T10:00,33.2,68,0,0,21,1,32,2,11.2,22.2,174,172,21.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T11:00,31.8,73,0,0,10,0,16,1,7.6,18.2,155,150,22.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T12:00,30.8,77,0,0,25,2,30,18,12.3,24.5,148,144,21.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T13:00,30,80,0,0,24,1,20,36,15.8,27,135,133,17.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T14:00,29.4,81,0,0,28,4,23,35,14,23.4,125,124,15.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T15:00,28.9,81,0,0,31,4,29,33,11.9,20,119,118,14,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T16:00,28.2,82,0,0,38,7,35,35,9.3,15.7,106,106,14,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T17:00,27.5,82,0,0,24,4,18,31,8.8,14.3,102,102,13.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T18:00,26.8,82,0,0,16,8,13,2,8,13.2,117,112,13,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T19:00,26.4,83,0,0,14,5,15,0,8.2,12.9,131,126,14.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T20:00,26,84,0,0,8,0,13,0,8.7,14.3,142,137,15.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T21:00,25.7,85,0,0,9,2,12,1,9.2,14.8,141,139,15.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T22:00,25.7,85,0,0,16,3,20,3,8.7,13,138,136,18,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-23T23:00,26.3,80,0,0,23,12,17,7,10.4,13.5,134,132,20.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T00:00,27,77,0,0,17,8,11,11,9.7,12.5,132,131,21.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T01:00,27.5,75,0.1,0.1,26,5,25,20,8,9.8,126,126,33.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T02:00,27.8,74,0.2,0.2,26,1,29,24,5.8,7.1,120,120,24.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T03:00,28.1,73,0.2,0.2,17,1,16,22,4.3,5.2,114,115,20.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T04:00,29.3,69,0,0,49,49,4,9,5.9,7.2,142,143,23.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T05:00,29.9,67,0.1,0.1,61,60,11,0,6.4,7.9,153,156,22.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T06:00,30.2,67,0,0,39,33,16,0,5.1,6.7,141,144,21.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T07:00,31.1,66,0.1,0.1,43,34,21,0,4.8,6.4,138,142,18.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T08:00,31,67,0.1,0.1,41,30,23,0,4.7,6.2,90,97,18.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T09:00,30.4,70,0.1,0.1,50,36,29,1,6.1,7.4,40,43,15.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T10:00,29.8,74,0,0,52,49,12,2,7.7,10.4,11,14,16.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T11:00,28.6,80,0.1,0.1,52,46,10,15,11.2,17.3,356,355,18.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T12:00,27.9,83,0,0,44,40,6,14,13.3,20.5,347,345,20.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T13:00,27.7,84,0,0,36,28,7,21,12.4,19.5,338,337,20.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T14:00,27.5,84,0,0,31,25,5,17,11.3,18.8,329,328,19.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T15:00,27.4,85,0,0,20,15,3,14,10.2,17.9,321,320,18.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T16:00,27.3,86,0,0,8,2,2,17,8.2,15.5,319,316,17.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T17:00,27.1,86,0,0,17,7,8,18,6.6,14,319,314,17.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T18:00,27,87,0,0,18,11,5,18,7.9,15.3,317,313,17.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T19:00,26.7,88,0,0,33,23,12,16,8.4,16.8,320,315,16.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T20:00,26.6,89,0,0,58,43,19,27,8.4,16.5,317,314,16.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T21:00,26.6,89,0,0,62,51,21,10,8.4,16,317,314,15.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T22:00,26.8,89,0,0,42,29,19,16,8.1,14.4,328,323,16.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-24T23:00,27.6,85,0,0,47,32,14,34,10.9,15.3,333,330,21.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T00:00,28.4,81,0.1,0.1,32,15,11,40,12.9,17,330,328,24.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T01:00,29.2,77,0.1,0.1,45,22,21,41,14.2,18.6,324,324,25.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T02:00,30,74,0.1,0.1,28,9,13,40,15.8,20.9,319,318,27,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T03:00,30.5,73,0,0,35,11,20,44,16.8,21.6,315,314,29.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T04:00,30.8,72,0,0,50,30,22,32,17.1,21.9,312,311,29.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T05:00,31,72,0,0,77,55,38,14,16.6,21.8,311,309,31.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T06:00,31.1,71,0,0,77,67,26,2,15.5,20.4,312,311,31.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T07:00,31.2,69,0,0,74,64,25,3,14.5,19.1,318,316,28.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T08:00,30.7,73,0,0,73,68,19,0,14.1,18.4,322,321,28.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T09:00,30.1,77,0,0,52,43,22,0,14.5,20.5,330,329,27.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T10:00,29.6,79,0,0,29,22,15,0,14.1,20.5,322,321,25.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T11:00,28.9,83,0,0,56,53,13,3,14.1,22.7,320,318,24.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T12:00,28.4,86,0,0,52,49,7,11,14.8,23.9,317,315,25.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T13:00,28.2,88,0,0,49,37,8,36,14.5,24.4,316,314,25.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T14:00,28,89,0,0,43,22,3,71,15.1,25,320,317,24.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T15:00,27.9,90,0,0,47,20,9,79,14.3,24.4,319,316,24.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T16:00,27.9,91,0,0,40,16,8,70,13,22.7,314,312,23.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T17:00,27.7,92,0,0,15,9,11,0,12,21.5,309,308,23,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T18:00,27.7,92,0,0,10,10,1,0,12.8,22.5,310,309,23,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T19:00,27.4,91,0,0,6,5,0,5,13.2,23.2,313,311,22.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T20:00,27.3,92,0,0,18,10,4,21,13,23,314,310,22,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T21:00,27.3,92,0,0,8,5,3,6,12.2,22,313,308,20.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T22:00,27.6,91,0,0,15,5,17,1,11.2,19.5,310,304,22.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-25T23:00,28.7,87,0,0,3,1,4,0,13.6,19.1,307,306,27.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T00:00,29.7,82,0,0,3,3,0,2,14.5,19,300,299,29.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T01:00,30.8,77,0,0,1,1,0,0,14.2,18.4,297,296,29.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T02:00,31.9,73,0,0,0,0,0,1,13.7,17.8,293,291,27.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T03:00,32.7,70,0,0,3,1,0,8,13.8,17.3,290,287,27,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T04:00,33.4,67,0,0,8,1,4,14,14,17.9,288,285,27,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T05:00,33.9,65,0,0,25,1,7,66,13.8,17.3,285,282,26.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T06:00,34,65,0,0,36,3,10,92,12.8,16,281,278,25.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T07:00,33.8,64,0,0,50,12,15,99,11.7,15.2,279,275,26.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T08:00,33.4,67,0,0,64,28,16,96,10,13.3,291,289,20.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T09:00,32.6,71,0,0,32,1,3,98,11.5,16.6,314,311,24.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T10:00,31.4,78,0,0,33,0,8,94,7.8,10.1,304,297,25.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T11:00,30.3,82,0,0,35,1,10,93,6.3,9.6,283,283,25.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T12:00,29.8,83,0,0,39,2,15,93,7.2,11.2,273,272,22,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T13:00,29.6,84,0,0,35,0,11,93,8,14.1,280,276,18.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T14:00,29.5,84,0,0,33,0,8,93,9,16.2,272,270,18.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T15:00,29.2,85,0,0,24,0,7,66,8.3,15.2,265,263,22.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T16:00,29.1,84,0,0,16,0,11,32,5.8,11.4,240,242,23.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T17:00,28.9,84,0.2,0.2,12,0,8,25,3.3,7.4,193,203,22,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T18:00,28.5,86,0.3,0.3,20,3,4,51,2.5,5.9,135,137,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T19:00,27.4,94,0,0,20,3,2,55,2.5,5.4,98,90,6.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T20:00,27.5,93,0,0,11,3,1,24,1.8,4.5,101,76,5.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T21:00,27.3,94,0,0,12,4,1,26,2.1,3.3,121,77,5.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T22:00,27.4,94,0,0,12,0,5,29,3.7,3.9,151,146,7.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-26T23:00,28.6,88,0,0,17,2,17,17,2.7,2.9,113,120,8.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T00:00,29.7,81,0,0,23,0,25,28,3.4,3.7,122,119,9.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T01:00,30.7,77,0,0,32,1,30,43,2.2,2.5,99,98,11.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T02:00,31.6,73,0,0,33,0,23,65,1.8,2.2,11,9,12.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T03:00,32.4,70,0,0,34,0,17,79,3.8,4.2,343,340,13.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T04:00,32.8,69,0,0,35,4,9,87,3.6,4.3,323,318,23.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T05:00,33.2,69,0.1,0.1,35,6,5,88,4.3,5.1,312,309,22.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T06:00,33.1,69,0.1,0.1,34,6,3,89,5.4,6.5,307,304,21.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T07:00,33.7,65,0,0,30,3,1,88,6,7.4,303,299,21.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T08:00,33.3,66,0,0,22,4,2,57,5.9,7,308,305,20.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T09:00,33,67,0,0,16,3,2,39,6.1,7.2,298,297,18,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T10:00,32,71,0,0,23,0,33,12,8.3,12,355,353,11.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T11:00,30.9,77,0,0,18,0,30,1,10.2,16,350,351,13,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T12:00,30.1,82,0,0,20,0,31,3,11.3,18.6,323,324,18.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T13:00,29.5,86,0,0,30,3,29,32,14,22,282,280,19.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T14:00,29,88,0,0,23,1,13,47,9,15.2,275,266,19.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T15:00,28.6,89,0,0,14,0,5,38,8.6,14.4,268,266,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T16:00,28.4,89,0,0,12,0,3,35,6.8,11.5,270,266,19.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T17:00,28.2,89,0,0,12,0,1,37,6.2,9.7,277,272,19.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T18:00,28.1,89,0,0,12,1,2,33,7.3,12,279,279,19.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T19:00,27.9,93,0,0,15,7,2,24,8.6,14.8,285,283,15.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T20:00,27.7,93,0,0,16,12,1,15,8.5,15,282,280,15.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T21:00,27.6,93,0,0,13,10,0,13,8.9,15.4,284,281,15.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T22:00,27.9,92,0,0,13,5,11,6,8.1,13.9,291,287,17.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-27T23:00,28.9,87,0,0,8,2,10,1,10.7,14.8,290,288,22,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T00:00,29.9,81,0,0,7,0,11,0,12,15.7,291,290,22.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T01:00,30.9,77,0,0,8,0,14,0,13,16.7,289,289,23,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T02:00,31.9,74,0,0,5,0,9,0,12.8,16.3,286,284,23.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T03:00,32.6,71,0,0,7,0,12,0,12.3,15.6,291,289,25.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T04:00,32.9,69,0,0,4,0,6,1,13,16.6,298,297,28.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T05:00,32.8,69,0,0,6,0,10,0,13.9,17.7,307,303,31.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T06:00,32.7,68,0,0,5,0,8,0,16.1,20.7,310,309,34.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T07:00,32.7,64,0,0,6,0,10,0,18.4,24.3,312,310,36,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T08:00,32,66,0,0,7,0,12,0,18.8,25.5,315,313,36,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T09:00,31,69,0,0,7,0,11,0,19.7,27.8,320,319,37.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T10:00,29.9,74,0,0,2,0,4,0,16.3,25,319,316,36,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T11:00,29,77,0,0,0,0,0,0,17.6,29,317,315,32.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T12:00,28.5,80,0,0,3,0,5,0,18.1,30.3,317,315,31.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T13:00,28.3,82,0,0,3,0,5,0,19.1,32.1,319,317,31,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T14:00,28,85,0,0,4,2,3,0,20.2,32.9,319,317,31,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T15:00,27.9,88,0,0,4,2,4,0,19.3,31.8,315,315,31,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T16:00,27.8,89,0,0,3,3,1,0,18.1,29.8,313,312,29.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T17:00,27.5,91,0,0,5,6,0,0,16.3,27.5,315,313,25.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T18:00,27.3,92,0,0,11,12,0,0,16.3,27.5,317,315,25.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T19:00,27.3,92,0,0,14,16,0,0,16,27,316,315,27.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T20:00,27.2,91,0,0,18,20,0,0,15.5,26,314,313,26.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T21:00,27.3,90,0,0,16,18,0,1,14.3,24.8,311,310,25.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T22:00,27.5,89,0,0,21,20,0,9,14.3,23.4,317,315,24.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-28T23:00,28.4,84,0,0,20,20,1,5,18.5,26.1,323,322,31.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T00:00,29.2,80,0,0,29,26,9,1,22.4,30.4,327,326,35.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T01:00,29.8,77,0,0,23,19,9,0,22.1,29.9,330,329,37.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T02:00,30.5,74,0,0,12,10,5,0,20.8,28,326,325,37.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T03:00,31,72,0,0,15,12,7,0,19.4,25.6,329,328,38.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T04:00,31.5,71,0,0,16,10,10,2,19,24.7,331,329,37.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T05:00,31.3,71,0.4,0.4,30,11,23,20,18.2,23.7,335,334,37.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T06:00,31.1,72,0.5,0.5,11,6,9,2,17.9,23.3,341,340,36.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T07:00,31.3,67,0.3,0.3,33,16,31,1,19.5,25.3,341,340,36,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T08:00,31,66,0.1,0.1,29,13,27,2,18.4,24.8,348,347,33.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T09:00,30.2,70,0,0,20,8,21,1,18,24.7,348,347,31.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T10:00,29.5,76,0,0,13,3,17,0,15.1,22.7,1,360,28.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T11:00,28.8,80,0,0,12,0,11,19,14.5,23.5,7,6,28.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T12:00,28.3,84,0,0,9,5,7,0,15.5,25.2,4,2,25.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T13:00,28,86,0,0,16,14,3,6,15.5,24.9,359,358,24.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T14:00,27.7,88,0.6,0.6,24,13,13,15,15.5,25.4,355,353,24.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T15:00,26.8,90,1.1,1.1,24,16,12,8,16,25.5,352,351,24.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T16:00,26.7,92,0.1,0.1,15,12,5,4,14.5,23.3,354,351,17.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T17:00,26.6,93,0,0,22,17,7,8,12.1,20.5,350,349,18.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T18:00,26.6,93,0,0,23,20,6,3,10.5,18.4,352,349,15.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T19:00,27,90,0,0,20,16,9,2,9.4,17.4,358,353,17.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T20:00,26.9,91,0.1,0.1,35,27,17,2,10.1,17.9,354,351,15.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T21:00,26.8,92,0,0,42,27,20,19,9.6,17,13,6,12.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T22:00,27,92,0,0,100,62,45,78,6,11.9,17,2,14.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-29T23:00,27.8,88,0.1,0.1,100,100,88,93,8.5,13.6,12,11,22.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T00:00,28.3,86,0.6,0.6,100,99,89,96,8.4,12.7,10,8,24.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T01:00,28.7,85,0.3,0.3,100,91,99,97,6.4,8.4,27,25,25.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T02:00,29.4,81,0.2,0.2,100,61,81,98,8.2,10.6,38,35,25.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T03:00,29.3,82,0.4,0.4,88,20,75,83,8.2,10.2,61,58,24.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T04:00,30.2,79,0.1,0.1,100,44,78,89,9.8,12.2,66,66,22.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T05:00,30.9,76,0.1,0.1,100,66,99,75,11.4,14.5,55,55,22.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T06:00,31.6,70,0.2,0.2,100,36,85,62,12.3,16.4,58,57,26.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T07:00,30.2,76,0.1,0.1,22,4,6,50,10.8,14,64,64,20.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T08:00,30.7,74,0,0,41,14,6,81,11.5,14.8,76,76,22.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T09:00,30.6,73,0,0,38,10,3,90,11.6,15,74,73,21.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T10:00,30.1,74,0,0,73,44,15,81,7.8,12.7,77,75,19.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T11:00,29.3,79,0,0,47,21,4,84,6.9,13.2,84,79,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T12:00,28.7,82,0,0,44,17,5,85,8.3,15.5,95,90,20.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T13:00,28.2,85,0,0,40,21,2,67,7.3,14.1,101,96,17.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T14:00,27.8,88,0,0,47,23,6,77,7,12.7,111,105,14.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T15:00,27.4,90,0,0,44,23,4,71,7.4,12.5,133,123,13.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T16:00,27.1,92,0,0,26,12,2,48,8.9,14.8,148,141,16.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T17:00,26.9,93,0,0,23,13,5,28,9.7,16.2,153,148,18,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T18:00,26.6,95,0,0,23,13,5,29,10.5,17.6,153,149,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T19:00,26.5,95,0,0,20,14,3,20,12,19.5,159,155,19.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T20:00,26.3,95,0,0,14,10,3,10,12.8,21,164,158,20.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T21:00,26.1,96,0,0,14,12,4,4,13.2,22.3,163,157,21.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T22:00,26.2,95,0,0,10,1,2,25,10.9,17.6,163,157,23.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-30T23:00,27,89,0,0,11,5,4,12,12.4,16.8,154,152,29.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T00:00,28.1,82,0,0,12,8,2,11,13,17.1,152,150,32,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T01:00,29.3,75,0,0,13,12,0,6,15,19.8,156,155,33.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T02:00,30.5,68,0,0,13,12,0,8,15.7,20.4,160,159,35.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T03:00,31.6,63,0,0,13,9,1,13,17.3,22.7,157,157,38.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T04:00,32.3,59,0,0,31,32,1,6,19.8,25.9,151,151,40.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T05:00,32.5,58,0,0,44,46,2,3,20.1,26.9,147,148,39.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T06:00,32.5,60,0,0,46,49,3,0,19.7,26.5,145,146,36.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T07:00,33.1,56,0,0,70,72,8,0,18.4,25.1,141,142,34.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T08:00,32.7,58,0,0,44,43,9,0,16.8,23.7,132,132,31.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T09:00,32,62,0,0,25,18,14,0,15,21.3,120,120,27.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T10:00,31,67,0,0,29,12,31,0,9.5,16.4,101,105,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T11:00,29.9,73,0,0,16,12,7,4,6.9,15.2,96,97,10.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T12:00,29.1,77,0,0,6,0,3,13,4.3,10.6,114,108,8.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-07-31T13:00,28.3,82,0,0,15,4,1,35,4.3,9.9,132,123,8.6,31.2304,"121.4737	",4,0,GMT,GMT
