time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),windspeed_100m (km/h),winddirection_10m (°),winddirection_100m (°),windgusts_10m (km/h),latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2022-04-12T03:00,25.6,69,0,0,29,0,0,96,11.8,14.8,290,284,25.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T04:00,26.7,65,0,0,30,1,0,98,12.3,15.4,291,286,27.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T05:00,27.3,62,0,0,29,1,0,93,12.2,15.4,294,291,25.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T06:00,27,62,0,0,28,0,5,82,12.6,15.6,297,293,24.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T07:00,26.6,64,0,0,29,1,10,73,13,16.8,304,298,25.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T08:00,25.6,69,0,0,27,0,8,75,14.1,19.2,308,304,26.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T09:00,24,75,0,0,29,0,9,80,13.7,21.3,305,298,23.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T10:00,22.3,81,0,0,33,1,27,54,11.4,21.7,305,294,21.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T11:00,20.8,86,0,0,22,1,14,41,13.3,25,303,295,23.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T12:00,20,89,0,0,29,2,14,62,10.3,20.8,306,298,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T13:00,19.2,95,0,0,51,12,30,75,4.8,9,347,323,17.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T14:00,18.4,98,0,0,85,51,28,75,9,12.2,74,66,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T15:00,17.8,98,0,0,100,88,30,86,13.5,21.4,74,70,19.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T16:00,17.7,98,0.1,0.1,100,100,27,75,15.4,23.7,69,66,22,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T17:00,17.6,98,0,0,100,99,49,81,16.7,25.6,65,61,22.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T18:00,17.5,98,0,0,100,100,31,81,17.4,26.9,66,60,24.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T19:00,16.7,97,0,0,100,100,24,94,17.9,28.2,68,63,31,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T20:00,16.4,97,0,0,100,100,35,95,18.7,29.4,62,59,31.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T21:00,16.2,96,0,0,100,100,45,99,17.7,27.8,63,59,31.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T22:00,16.1,96,0.2,0.2,100,100,50,99,19.8,30.1,78,75,32,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-12T23:00,16.2,95,0.1,0.1,100,100,28,100,21.3,32.6,79,77,35.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T00:00,16.3,95,0.5,0.5,100,100,51,100,22.1,31.8,83,80,36.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T01:00,16.3,95,0.2,0.2,100,100,78,100,22.5,31.8,77,77,43.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T02:00,16.7,96,0.7,0.7,100,98,58,77,23.4,31.3,65,66,40.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T03:00,16.8,97,0.8,0.8,100,98,99,98,23.3,31.4,58,58,38.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T04:00,16.8,98,1.4,1.4,100,99,100,100,21.8,29.6,59,58,36.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T05:00,16.9,98,2,2,100,99,100,100,20.1,28.2,63,63,34.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T06:00,16.9,98,2.5,2.5,100,97,100,100,21.3,32.9,62,61,31.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T07:00,15.5,96,2.8,2.8,100,100,100,100,23.8,36.5,61,59,40.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T08:00,15,97,5.9,5.9,100,100,100,100,25.4,39.8,65,63,45.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T09:00,14.5,96,8.8,8.8,100,100,100,100,27.6,42.8,68,65,47.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T10:00,14.2,95,8.9,8.9,100,100,100,100,26.2,40.4,77,74,51.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T11:00,14,95,8.5,8.5,100,100,100,100,28.1,43.3,80,79,54,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T12:00,13.8,94,8.7,8.7,100,99,100,100,28.8,44.3,72,71,58.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T13:00,14.1,94,7.6,7.6,100,100,100,100,28.5,43.6,65,64,60.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T14:00,14.4,96,8.3,8.3,100,100,100,98,28.1,42.9,69,67,54.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T15:00,14.6,97,7.8,7.8,100,100,100,99,28,42.4,77,75,51.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T16:00,15,98,8.8,8.8,100,100,100,100,28.8,44.6,81,78,51.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T17:00,15.4,99,7.9,7.9,100,100,99,99,27,40.8,81,78,51.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T18:00,16,99,6.2,6.2,100,100,90,92,24.2,37.4,94,91,45.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T19:00,14.3,97,1.1,1.1,100,100,56,85,25.5,40.5,106,102,42.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T20:00,14.1,96,0.3,0.3,100,100,12,87,27.3,41.7,106,102,48.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T21:00,14,95,0.1,0.1,100,100,13,30,28.1,44.1,106,102,49,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T22:00,14.1,94,0,0,77,76,12,6,21.3,34.9,106,102,49,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-13T23:00,14.3,93,0,0,95,100,9,0,24.3,38.3,105,102,50.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T00:00,14.7,91,0,0,95,100,9,0,25.4,37.9,97,95,52.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T01:00,15.2,90,0,0,90,100,0,0,24.4,35.2,81,79,50.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T02:00,16,88,0,0,90,100,0,0,22.3,30.7,88,87,47.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T03:00,17.2,85,0,0,90,100,0,0,26.3,36,89,89,45.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T04:00,17.6,83,0,0,90,100,0,0,24.3,34,78,77,47.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T05:00,17.4,83,0,0,90,100,0,0,22.3,30.4,80,79,47.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T06:00,17.8,80,0,0,86,96,0,0,24.3,33.1,78,78,49.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T07:00,18,79,0,0,93,93,0,31,23.6,32.4,78,78,42.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T08:00,17.4,80,0,0,100,88,3,100,22,30.3,85,85,40,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T09:00,16.4,81,0,0,100,98,0,100,22.8,32.6,84,83,40,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T10:00,15.3,83,0,0,89,63,4,100,20.2,29.7,86,84,38.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T11:00,14.6,84,0,0,100,56,67,100,19.4,29.9,91,89,37.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T12:00,14.3,84,0,0,100,50,65,95,18.8,28.9,87,85,37.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T13:00,14.2,84,0,0,100,47,63,99,19.1,29.3,86,84,36.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T14:00,14,85,0,0,100,65,73,100,20.3,31.3,83,81,37.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T15:00,13.9,85,0,0,100,86,57,100,20.5,31.6,80,78,37.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T16:00,13.7,87,0,0,100,59,67,99,19.6,29.9,73,72,36,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T17:00,13.6,88,0,0,100,37,88,100,18.1,27.9,73,70,33.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T18:00,13.3,89,0,0,100,44,97,100,16.2,25.7,78,75,30.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T19:00,13.1,91,0,0,100,97,92,100,16.3,25.5,84,81,27.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T20:00,13.1,89,0,0,100,91,84,100,17.7,27.1,86,85,30.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T21:00,12.9,88,0,0,100,81,75,100,18.1,27.2,84,83,31.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T22:00,12.7,87,0,0,83,64,0,84,18.4,27.2,86,84,34.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-14T23:00,12.8,84,0,0,67,73,2,0,21.4,29.8,83,82,40,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T00:00,13.4,80,0,0,71,70,12,1,21,28.4,83,82,41,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T01:00,14.3,75,0,0,56,55,10,1,21,28,78,77,42.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T02:00,15.2,69,0,0,40,17,0,81,23.2,31,71,70,47.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T03:00,16.4,62,0,0,40,8,16,76,25.3,34,75,75,50.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T04:00,17.2,56,0,0,46,2,41,65,26.3,35.4,73,73,49.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T05:00,17.2,53,0,0,52,0,48,78,24.9,33.4,76,76,49.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T06:00,17.1,52,0,0,70,0,67,100,24,32.4,81,81,47.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T07:00,15.9,56,0,0,81,0,85,100,23.1,32.2,86,85,42.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T08:00,14.9,61,0,0,88,0,97,100,23.1,32.8,88,87,40.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T09:00,14.1,65,0,0,91,3,98,98,22,31.5,85,85,37.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T10:00,13.5,67,0,0,83,0,97,84,20,31,83,81,35.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T11:00,12.7,70,0,0,87,0,96,98,19.9,31.9,85,84,33.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T12:00,12.5,71,0,0,89,1,98,98,19.8,31,89,87,34.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T13:00,12.5,71,0,0,86,1,93,99,18.7,29.9,90,88,34.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T14:00,12.3,71,0,0,77,1,77,100,16.9,26.7,90,87,31.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T15:00,12.1,72,0,0,81,1,83,100,16.2,26,89,85,27,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T16:00,12,72,0,0,70,4,66,90,14.8,24.6,87,83,25.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T17:00,12,70,0,0,58,1,51,89,14.5,24.8,76,73,27,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T18:00,11.9,68,0,0,66,0,71,78,15,25.1,69,66,25.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T19:00,11.7,68,0,0,73,1,75,89,14.2,25.3,69,66,27,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T20:00,11.5,66,0,0,70,1,75,80,13.9,23.8,69,65,24.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T21:00,11.4,66,0,0,54,0,77,25,12.2,21.5,71,67,22,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T22:00,11.1,69,0,0,20,2,27,5,11.6,20.2,74,68,20.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-15T23:00,11.8,66,0,0,36,1,51,14,12.8,19.5,74,71,23.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T00:00,12.8,56,0,0,42,0,46,48,15.6,20.8,67,67,29.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T01:00,13.7,53,0,0,7,0,1,20,15.6,20.4,64,64,33.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T02:00,14.7,49,0,0,16,0,0,53,15.9,20.1,62,61,35.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T03:00,15.4,46,0,0,25,0,0,83,17.7,22.6,57,56,36,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T04:00,15.8,45,0,0,28,0,0,94,16.9,21.6,56,57,34.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T05:00,15.7,45,0,0,42,0,20,99,17.3,22,54,55,31,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T06:00,15.3,46,0,0,80,0,84,98,16.9,21.8,56,56,29.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T07:00,15,47,0,0,90,0,100,100,16,20.8,59,60,30.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T08:00,14.5,51,0,0,88,0,98,98,15.5,20.9,65,66,27.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T09:00,13.9,56,0,0,80,0,92,83,14.2,20.3,63,63,24.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T10:00,13.3,59,0,0,65,0,85,46,12,19,57,57,22.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T11:00,12.7,63,0,0,70,0,93,47,11,18.8,58,58,19.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T12:00,12.2,67,0,0,78,0,97,65,9.8,16.7,54,53,16.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T13:00,11.9,70,0,0,13,0,21,2,9,16.1,53,50,14.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T14:00,11,75,0,0,1,0,2,0,7.9,17,66,58,11.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T15:00,10.3,80,0,0,1,0,1,0,7.3,16.1,70,61,11.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T16:00,9.8,83,0,0,0,0,0,0,6.9,14,62,55,13.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T17:00,9.3,85,0,0,0,0,0,0,7.2,14.4,63,53,13.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T18:00,8.7,87,0,0,4,0,6,0,7.9,16.3,74,62,13.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T19:00,8.7,88,0,0,9,0,15,1,8,16.8,72,62,15.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T20:00,8.5,88,0,0,1,0,0,4,7.4,14.9,61,53,13.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T21:00,8.2,88,0,0,4,0,0,12,7.1,13.5,60,48,12.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T22:00,8.1,88,0,0,2,0,0,7,5.8,11.7,60,47,12.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-16T23:00,11,83,0,0,2,0,0,8,6.7,10.9,54,44,14.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T00:00,13.9,60,0,0,5,0,0,15,7.7,9.8,37,36,18,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T01:00,15.1,51,0,0,0,0,0,1,8.5,10.5,28,27,20.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T02:00,16.1,45,0,0,3,0,0,10,7.6,8.7,25,24,24.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T03:00,16.8,42,0,0,9,0,0,30,8.9,10.8,27,26,27,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T04:00,17.2,40,0,0,16,0,0,54,10.9,13.2,17,17,28.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T05:00,17.3,40,0,0,19,0,0,62,12.7,15.5,7,5,28.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T06:00,17.3,40,0,0,26,0,0,85,12.6,15.5,360,360,28.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T07:00,17.1,40,0,0,25,0,2,78,13,16.3,355,355,27.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T08:00,16.4,43,0,0,41,0,37,64,12.5,16.2,348,347,25.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T09:00,15.7,48,0,0,35,0,9,97,12.1,16.7,348,346,22.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T10:00,14.4,57,0,0,61,0,57,90,11.2,20,354,353,16.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T11:00,13.4,62,0,0,56,0,49,90,11.6,21.2,353,350,15.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T12:00,13,65,0,0,41,0,33,71,10,19.7,347,345,14,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T13:00,12.8,67,0,0,45,0,34,83,8.6,18.5,338,336,12.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T14:00,12.7,68,0,0,58,0,47,99,7.7,17.7,332,331,11.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T15:00,12.7,69,0,0,81,0,87,96,7.6,16.9,329,326,10.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T16:00,12.8,69,0,0,85,0,95,94,6.6,15,319,316,10.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T17:00,12.8,70,0,0,88,0,98,96,6.2,14,324,318,9.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T18:00,12.8,71,0,0,88,0,99,94,6.1,13.4,332,324,8.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T19:00,12.8,72,0,0,88,0,100,94,6.1,13.2,332,325,10.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T20:00,12.8,73,0,0,90,0,100,99,5.8,12.9,330,324,9.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T21:00,12.7,75,0,0,87,1,98,90,5,11.8,330,322,7.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T22:00,12.6,80,0,0,72,2,96,42,4.3,9.4,355,337,6.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-17T23:00,13.4,79,0,0,76,2,88,71,5.8,9,360,344,10.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T00:00,14.3,69,0,0,53,0,78,19,5.8,7.2,338,333,11.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T01:00,14.9,64,0,0,26,0,40,5,3.9,4.4,326,325,12.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T02:00,15.6,59,0,0,34,0,54,5,1.5,2.1,315,301,11.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T03:00,16.3,56,0,0,25,0,37,10,1.8,2.1,53,59,10.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T04:00,17.2,52,0,0,9,2,12,0,3.3,3.4,49,58,12.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T05:00,18.2,48,0,0,2,2,1,0,4.6,5.1,45,51,14.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T06:00,18.7,45,0,0,12,3,15,0,5.4,6.2,48,54,14.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T07:00,18.8,51,0,0,67,36,58,0,6.1,6.9,40,43,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T08:00,18.3,54,0,0,84,48,67,3,8.4,10.2,20,23,20.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T09:00,17.2,62,0,0,76,28,85,0,10.5,14.2,6,7,21.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T10:00,16.2,66,0,0,42,4,64,0,10.1,16,354,351,18.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T11:00,15,71,0,0,31,2,48,0,8.3,16.5,342,340,14.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T12:00,14.1,75,0,0,26,0,28,32,7.5,14.9,325,323,11.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T13:00,13.4,78,0,0,25,0,13,58,6.4,13.3,313,308,11.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T14:00,12.7,82,0,0,10,0,6,20,6.2,12.4,306,296,10.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T15:00,11.8,86,0,0,25,0,22,38,7.4,9.3,299,283,10.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T16:00,11,89,0,0,14,0,7,33,6.7,6.9,306,279,10.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T17:00,11.2,87,0,0,4,0,0,13,6.1,5.5,315,281,10.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T18:00,11.1,88,0,0,13,0,0,44,6.9,5.9,313,284,10.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T19:00,10.3,90,0,0,17,0,0,58,7.4,6.5,313,289,10.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T20:00,10,91,0,0,17,0,0,55,7.8,7.5,304,287,11.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T21:00,9.8,92,0,0,6,1,0,16,7.9,8.8,294,279,11.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T22:00,10.2,91,0,0,3,0,1,9,6.2,11,291,281,11.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-18T23:00,13.2,89,0,0,5,2,6,0,6.6,10.7,292,284,13.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T00:00,16.1,74,0,0,10,3,12,1,6.5,8.3,276,275,14.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T01:00,17.6,69,0,0,18,6,19,3,6.1,7.6,270,265,14,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T02:00,18.8,65,0,0,31,11,31,9,5.4,6.6,262,257,18,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T03:00,19.6,62,0,0,21,3,23,16,3.6,4.5,264,256,18.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T04:00,20.2,59,0,0,26,9,30,1,2.5,3.3,278,264,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T05:00,20.1,59,0.1,0.1,32,13,33,0,3.6,3.9,315,304,15.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T06:00,19.6,61,0.1,0.1,31,8,40,0,5.6,6.4,320,317,18,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T07:00,19.8,64,0.1,0.1,56,31,47,0,6.1,6.9,315,309,18.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T08:00,19.2,67,0.1,0.1,54,27,50,0,7.4,9.2,317,312,19.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T09:00,18.4,70,0.1,0.1,43,19,43,0,8.7,11.5,318,314,15.1,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T10:00,17.4,77,0,0,41,22,35,0,11.2,19.7,327,322,15.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T11:00,15.9,82,0,0,26,14,22,0,12.1,22.9,323,318,17.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T12:00,15.2,84,0,0,17,6,20,0,12,22.9,319,314,16.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T13:00,14.3,86,0,0,8,4,8,0,11.5,23.3,311,308,16.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T14:00,14,85,0,0,4,0,6,0,11.8,23.7,301,298,17.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T15:00,13.5,87,0,0,5,0,8,0,12.2,24.7,294,291,17.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T16:00,13.1,87,0,0,2,0,4,0,12.1,25,287,285,18,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T17:00,12.9,88,0,0,0,0,0,0,10.7,23.4,282,280,17.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T18:00,12.6,89,0,0,1,0,0,2,9.5,22,279,275,17.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T19:00,12.7,85,0,0,2,0,2,4,9.1,21.3,277,273,16.9,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T20:00,12.4,87,0,0,1,0,0,3,8.7,20.5,275,270,15.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T21:00,12.3,88,0,0,0,0,0,1,8.7,20.5,275,269,16.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T22:00,12.4,89,0,0,0,0,0,0,7.6,17.1,270,263,16.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-19T23:00,14.8,84,0,0,0,0,0,0,7.9,14.4,273,266,18.4,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T00:00,17.5,72,0,0,0,0,0,0,8.3,10.8,270,266,18.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T01:00,19.4,66,0,0,5,0,0,18,8.3,10.8,275,272,18.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T02:00,20.9,59,0,0,24,0,0,81,9.1,11.2,279,276,23.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T03:00,21.8,55,0,0,18,0,0,59,10.5,12.8,286,281,27,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T04:00,22.3,52,0,0,26,5,20,32,12.8,16,286,284,28.8,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T05:00,22.4,51,0,0,35,1,33,49,14.3,18.3,288,285,31.3,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T06:00,21.7,55,0,0,52,6,55,44,15.5,20.5,295,292,33.5,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T07:00,21.4,57,0,0,28,2,28,31,17.4,23.8,300,297,34.6,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T08:00,20.4,62,0,0,56,0,60,67,18.2,25.9,300,297,34.2,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T09:00,18.9,68,0,0,80,0,85,96,17.6,28.3,301,297,31.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T10:00,17.7,69,0,0,51,0,36,97,18.7,30.9,298,295,31.7,31.2304,"121.4737	",4,0,GMT,GMT
2022-04-20T11:00,16.8,68,0,0,39,0,16,98,20,34.4,296,293,32,31.2304,"121.4737	",4,0,GMT,GMT
